Country,Country Code3,Sub-country,Sector,Month,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,,,,,,
Sao Tome and Principe,STP,-,total,0,0.021326,0.02084,0.02218,0.022757,0.023884,0.024201,0.022711,0.022342,0.023225,0.028816,0.029339,0.031693,0.024992,0.026555,0.026716,0.025328,0.026357,0.036322,0.035643,0.042672,0.043918,0.033519,0.03441,0.037449,0.038984,0.040712,0.043436,0.038561,0.037294,0.039503,0.044744,0.047097,0.047363,0.050701,0.049579,0.050885,0.052024,0.052083,0.064161,0.073638,0.077458,0.073835,0.069542,0.06911,0.073151,0.076964,0.085336,0.094198,0.10112,0.10889,0.112253,0.113024,0.117948,0.124994,0.126167,,,,,,
Suriname,SUR,-,total,0,0.107087,0.164792,0.22239,0.210868,0.194661,0.240533,0.247595,0.270387,0.264433,0.256358,0.289416,0.260573,0.245554,0.244537,0.335577,0.303981,0.348863,0.37296,0.401331,0.446973,1.068019,1.2746,1.264584,1.275045,1.309427,1.323905,1.324404,1.360625,1.406982,1.398922,1.467944,1.509395,1.112385,1.229292,1.386954,1.680103,1.524675,1.405718,1.450729,1.440516,1.735213,1.949064,2.438452,2.292204,2.612206,2.716593,2.932672,2.429133,2.127251,2.64384,2.582206,2.699784,2.830611,2.859769,2.976646,,,,,,
Slovakia,SVK,-,total,0,41.854499,41.950722,42.435345,44.175429,45.208123,46.638101,47.279071,49.18336,53.091333,54.127415,57.371252,55.926278,54.295279,54.235494,56.094529,55.927268,53.253549,55.101108,55.896444,55.295382,56.583405,49.405898,46.642364,45.062275,42.310954,42.465636,43.19136,43.304214,42.518498,41.740749,38.847628,39.855616,39.243463,39.217086,38.384277,39.731396,38.716289,37.583919,37.83009,34.413998,36.504825,34.758169,32.954479,33.546575,30.973655,31.238275,31.922152,34.148573,33.554597,31.788975,29.406111,32.762501,29.899596,29.155945,27.941094,,,,,,
Slovenia,SVN,-,total,0,5.765364,5.80455,5.933325,6.229549,6.77187,6.97237,7.005648,7.395295,7.458778,7.432403,7.370222,10.00187,10.049581,9.251139,9.615424,9.652543,10.323442,9.807854,12.671287,12.932069,14.046787,13.22394,12.943442,13.622664,13.755223,14.631422,15.340006,15.953426,15.583113,15.038765,14.552742,15.387859,15.677399,15.620941,15.918826,16.042836,16.422832,16.424367,17.500389,15.673474,15.876027,15.792538,15.195633,14.524477,13.009439,13.084177,13.931205,14.054556,14.129874,13.659438,12.593082,12.804848,12.453108,11.350141,12.077456,,,,,,
Sweden,SWE,-,total,0,89.734562,83.329127,83.238237,84.937943,77.58315,80.08853,86.831324,83.823404,78.479436,81.01815,74.096899,67.23981,61.480917,55.945065,55.706363,59.396495,60.713703,58.857314,56.484418,53.912937,53.229091,54.185988,56.711108,56.516135,58.393105,58.195274,63.492774,57.317001,58.103222,57.106263,53.409162,52.735714,54.084123,55.209352,53.591158,49.843229,48.796778,47.143066,46.010051,42.406487,47.642403,44.362622,41.652021,40.24312,39.037325,38.852686,37.878372,38.017105,35.910906,35.158954,33.827221,36.386586,33.769255,32.698967,33.916874,,,,,,
Swaziland,SWZ,-,total,0,0.089696,0.089696,0.169516,0.175656,0.181796,0.206504,0.203434,0.203434,0.494902,0.492569,0.508409,0.464086,0.466787,0.31565,0.372752,0.446062,0.478838,0.662071,0.705978,0.739338,1.096865,1.082254,0.900816,0.810217,1.466266,1.424755,1.141662,1.139201,1.161055,1.245844,1.077379,1.093269,1.061413,0.984322,0.973281,0.970093,0.97837,1.011623,0.992651,1.029316,0.84684,0.813658,0.799633,0.949054,0.973983,0.963643,1.037966,1.04491,1.04491,1.121826,0.937683,0.951817,1.040194,1.069001,1.084613,,,,,,
Sint Maarten,SXM,-,total,0,0.114749,0.112322,0.110338,0.115895,0.111676,0.079899,0.087387,0.083664,0.07679,0.125474,0.125064,0.110841,0.099539,0.09142,0.081512,0.083816,0.081858,0.081871,0.057494,0.059927,0.070022,0.070484,0.080916,0.079829,0.090851,0.093595,0.09637,0.024918,0.026201,0.026775,0.013611,0.012164,0.012738,0.013132,0.013432,0.013826,0.013581,0.013983,0.013973,0.014552,0.014853,0.014856,0.083446,0.086983,0.089113,0.087863,0.088844,0.041509,0.043396,0.043854,0.041491,0.042164,0.043804,0.045946,0.047738,,,,,,
Seychelles,SYC,-,total,0,0.065802,0.063211,0.066372,0.069989,0.072723,0.074975,0.086438,0.082826,0.090418,0.130085,0.145678,0.195408,0.165088,0.17947,0.199525,0.188611,0.192863,0.2163,0.228298,0.245398,0.227854,0.228331,0.226004,0.243113,0.244397,0.260009,0.279685,0.282385,0.304165,0.312402,0.46215,0.476378,0.490731,0.544621,0.526216,0.529103,0.491035,0.521852,0.485283,0.440923,0.442698,0.361228,0.342979,0.311033,0.32066,0.332393,0.36322,0.362623,0.394853,0.575892,0.554889,0.565313,0.591858,0.594546,0.604908,,,,,,
Syria,SYR,-,total,0,5.619744,5.856955,5.629203,5.33592,7.440324,8.709527,9.809242,10.737709,10.847539,14.226109,13.320864,15.043546,17.918047,21.509434,24.391386,21.893136,23.314253,25.921489,26.345206,25.945828,29.365962,31.907956,30.541148,30.95432,32.095832,33.866047,37.035382,37.635669,40.575292,39.929072,40.700409,42.297699,43.004146,44.70671,45.686512,56.487259,59.792923,63.13392,65.183481,60.518358,61.507141,57.821647,45.654212,31.256854,30.768866,27.673422,25.582849,29.028546,32.92014,31.77418,30.140602,30.450929,29.384991,29.604187,29.658713,,,,,,
Turks and Caicos Islands,TCA,-,total,0,0.038089,0.032464,0.036051,0.035858,0.039673,0.045978,0.059548,0.06308,0.063947,0.060154,0.057866,0.059119,0.062568,0.055616,0.06006,0.065589,0.066316,0.088702,0.106322,0.116077,0.263171,0.103181,0.100084,0.123999,0.131202,0.198154,0.196824,0.249185,0.231086,0.234352,0.207901,0.221516,0.107502,0.125508,0.13644,0.133488,0.17042,0.202936,0.203317,0.183298,0.206103,0.315469,0.333975,0.358622,0.364114,0.354977,0.354933,0.156611,0.159465,0.164861,0.150704,0.153835,0.161295,0.169367,0.175921,,,,,,
Chad,TCD,-,total,0,0.089576,0.072848,0.063289,0.079248,0.072848,0.104683,0.159594,0.172016,0.17539,0.184689,0.19425,0.194134,0.187968,0.187706,0.197247,0.194033,0.190916,0.148381,0.094542,0.097622,0.386517,0.392669,0.405235,0.405396,0.421034,0.433636,0.442947,0.461787,0.468159,0.483727,0.288937,0.339411,0.396461,0.443936,0.440364,0.469239,0.502782,0.493684,0.536906,0.780665,1.206334,1.063318,1.822764,1.933491,1.957583,1.942776,1.723094,1.726843,1.726302,1.960732,2.024184,2.273641,2.341338,2.432947,2.466657,,,,,,
Togo,TGO,-,total,0,0.331354,0.339684,0.394109,0.339518,0.312985,0.349304,0.29859,0.371995,0.382768,0.456699,0.492174,0.482464,0.534144,0.383897,0.427698,0.400617,0.62614,0.675946,0.663215,0.674454,0.714898,0.624882,0.503109,0.394105,0.636376,0.651149,1.017288,0.737207,0.917335,1.199722,1.076573,0.927559,1.183093,1.43101,1.354117,1.360713,1.300574,1.457788,1.804328,2.815314,2.538564,2.384434,2.443017,2.107215,2.095442,1.8988,2.292069,1.822766,2.027653,2.370209,2.661085,2.793873,2.877759,2.821973,2.934308,,,,,,
Thailand,THA,-,total,0,16.394573,17.709784,20.084538,22.704212,22.682447,23.260653,26.475287,29.279616,32.509499,34.656733,36.333183,35.653171,34.578874,38.362114,42.323269,46.707866,47.92117,55.55901,63.542871,74.039227,90.298783,99.470242,109.415688,123.566978,137.711687,156.784433,176.577867,180.509819,159.113351,165.84058,167.95265,176.890968,188.629546,197.011463,214.816681,222.009609,225.315532,230.354811,232.717809,223.055017,231.621301,236.470237,241.596951,247.611657,236.873146,253.15301,266.865516,268.057794,273.862854,285.783275,274.511912,267.69442,284.183883,278.382318,285.033715,,,,,,
Tajikistan,TJK,-,total,0,6.728982,6.873591,7.026522,7.166468,7.334694,7.497177,7.580621,7.613867,7.647104,7.679918,7.720959,7.755834,7.824344,7.908504,7.989253,8.043739,8.224708,8.324776,8.450871,8.550284,9.20443,9.173409,7.05395,5.006133,3.237851,2.644455,2.396076,2.650576,2.893918,2.678296,2.340556,2.269433,2.24523,2.315141,2.758285,2.6212,2.841908,3.424588,3.135999,2.448501,2.503158,2.623728,3.036427,3.258912,4.812138,5.175606,6.068548,7.307789,8.745123,9.649353,10.189894,10.181853,10.259488,10.371781,11.011503,,,,,,
Turkmenistan,TKM,-,total,0,11.825494,12.899539,14.114166,15.345576,16.793722,17.086811,20.259461,21.807076,23.398899,25.133291,26.063041,28.173653,30.255792,32.16828,34.949209,38.072951,40.350327,42.336067,44.060905,45.601283,48.618404,41.422489,29.940873,28.971064,35.68872,36.300736,32.103067,32.388736,32.92692,38.508552,39.621153,40.320274,42.260059,46.839088,49.711104,51.489844,52.892968,60.176862,60.680791,53.727235,61.189584,66.115488,66.487439,63.246947,61.617775,66.687636,66.255791,71.693523,74.392418,72.533644,74.99777,96.872881,103.004363,101.272454,85.679244,,,,,,
Timor-Leste,TLS,-,total,0,0.10145,0.082369,0.072513,0.088248,0.118253,0.105179,0.103925,0.101377,0.101426,0.100684,0.108728,0.107861,0.102354,0.115037,0.122358,0.118955,0.112498,0.127417,0.123293,0.122129,0.109517,0.076622,0.076522,0.080985,0.086284,0.094878,0.099889,0.106167,0.103063,0.082702,0.080679,0.09315,0.102085,0.106286,0.112272,0.11578,0.137432,0.149218,0.159626,0.188697,0.198,0.289939,0.374432,0.577497,0.636255,0.689628,0.702457,0.652462,0.680195,0.752685,0.733736,0.735499,0.729228,0.757085,0.778548,,,,,,
Tonga,TON,-,total,0,0.049528,0.042852,0.042118,0.05064,0.063437,0.052799,0.049419,0.051972,0.049986,0.067451,0.070662,0.070288,0.068829,0.075911,0.079999,0.086084,0.081212,0.081203,0.076893,0.080178,0.068945,0.062999,0.054892,0.05707,0.056312,0.055727,0.056488,0.058478,0.078134,0.082041,0.080336,0.090034,0.091717,0.100421,0.104499,0.096005,0.098913,0.10788,0.118317,0.107116,0.098339,0.108588,0.100607,0.093437,0.103309,0.112748,0.11661,0.120377,0.116774,0.120384,0.129163,0.128403,0.119621,0.124063,0.128271,,,,,,
Trinidad and Tobago,TTO,-,total,0,5.713712,5.737029,5.864863,6.020115,5.52653,4.902877,5.52882,6.293305,6.251856,6.300286,6.794414,7.694619,7.478036,7.169565,7.311345,7.164782,7.341297,7.754544,8.345018,8.222926,8.582351,8.48395,8.849337,8.577764,8.803616,8.901183,9.319213,9.948565,10.350187,10.347486,10.689281,12.176103,13.397727,16.360223,17.724385,18.434498,21.087535,21.491347,21.278841,20.026599,22.712244,23.347556,22.339965,23.132563,23.011562,22.298269,19.137057,19.050627,18.630022,18.020275,16.138824,14.236042,14.870267,14.234629,13.970174,,,,,,
Tunisia,TUN,-,total,0,3.716337,4.028693,4.463228,4.514685,5.086914,5.197446,5.409529,6.056577,6.748937,7.869247,8.668527,9.004838,8.675146,10.350415,10.649167,11.143122,11.262983,11.540745,12.644865,13.620567,14.239047,14.898754,15.707578,16.262883,16.641702,17.149726,17.703216,18.2907,19.095994,20.062651,21.262269,22.186615,22.32729,22.111718,23.844473,22.585191,23.421011,24.256938,24.623602,24.799999,27.339879,25.873584,27.179133,27.433918,29.384841,30.07313,29.525861,30.161093,30.172918,30.40108,28.924492,31.184265,30.430698,31.670548,32.613105,,,,,,
Turkey,TUR,-,total,0,42.076132,46.494927,54.315707,58.478909,60.949346,66.415489,69.212221,81.248781,84.556109,78.467142,81.9304,82.912023,89.989644,94.999667,101.088333,110.872034,121.543753,132.461906,129.481206,142.207295,145.060053,148.822771,155.528948,164.115415,160.265286,176.666502,194.795224,202.698464,205.429238,201.869676,227.632998,205.894963,217.448792,232.168236,232.773084,245.26631,272.197233,301.312346,297.507157,297.057073,306.023676,315.770778,325.297538,338.264593,348.684311,360.06772,376.760506,411.746185,407.777379,394.024549,396.806123,435.665162,425.143989,416.885586,438.208644,,,,,,
Tanzania,TZA,-,total,0,1.205103,1.38908,1.623297,1.656533,1.489099,1.390529,1.364951,1.374584,1.471769,1.509643,1.475416,1.456523,1.335732,1.355272,1.375033,1.44911,1.528307,1.523001,1.569457,1.586327,1.654119,1.628269,1.622621,1.678117,1.762978,2.476832,2.801168,2.6468,2.386929,2.187942,2.629011,2.776655,3.18913,3.290766,4.698761,5.39542,5.925433,5.509545,5.507547,5.279397,6.116239,7.783239,9.870882,10.209152,10.232122,11.389252,10.409547,10.071032,9.743525,10.789408,10.419469,12.222414,13.332162,13.599425,13.334353,,,,,,
Uganda,UGA,-,total,0,0.486659,0.493323,0.477528,0.433607,0.456459,0.410879,0.516251,0.480104,0.387268,0.385945,0.346702,0.28515,0.261717,0.251745,0.263345,0.27638,0.302313,0.337837,0.36674,0.342029,0.40847,0.424708,0.429278,0.428849,0.38031,0.509146,0.601423,0.644345,0.714208,0.73564,0.745386,0.763956,0.87622,0.917647,0.963073,1.181676,1.37107,1.622322,1.908951,2.093119,2.093886,3.880205,3.444877,11.1701,11.191327,11.38659,5.643876,5.754284,6.726148,7.03189,6.960846,7.927963,7.762665,7.7773,7.903359,,,,,,
Ukraine,UKR,-,total,0,343.84613,362.05565,382.743374,406.599336,424.603501,468.224479,482.969612,496.739092,531.333325,550.281126,567.285544,571.715247,575.692236,585.181253,598.299412,618.121728,623.035089,645.983492,656.883913,657.886171,658.162975,631.335732,546.996553,480.029652,407.723866,398.70246,362.709763,342.99272,322.653215,319.395067,310.926711,314.130691,317.678188,345.628588,318.470608,303.796089,313.483293,319.889512,308.829732,259.183152,276.344542,290.214364,283.340323,274.0411,241.533198,194.000612,201.772922,178.264978,188.674113,176.8151,168.187045,166.875346,105.102387,101.939934,104.535493,,,,,,
Uruguay,URY,-,total,0,4.569877,4.809781,5.224465,4.921883,4.764693,5.122043,5.235233,5.156098,5.27021,5.693256,5.240784,4.944147,4.597763,4.316999,3.970179,3.801599,3.858825,4.178246,4.326842,4.725929,3.614896,4.089155,4.4438,4.140653,4.017804,4.335404,5.074151,5.142745,5.346066,6.298431,5.106982,4.679997,4.290346,4.259469,5.111402,5.067476,5.914757,5.474649,7.201657,7.191047,5.90283,7.34153,8.235391,7.081181,6.202082,6.448964,6.275231,6.173249,6.295935,6.361314,6.058907,7.349629,7.011372,7.092426,7.4289,,,,,,
United States,USA,-,total,0,4344.417704,4399.166915,4639.114613,4802.731534,4647.426115,4455.969957,4720.274842,4885.610349,4868.280284,4900.174345,4689.96082,4623.321107,4400.053973,4382.847671,4580.321161,4600.682982,4556.168366,4735.810587,4927.308317,4993.948506,4871.989782,4840.354561,4933.496404,5064.222423,5120.540234,5114.303654,5269.130508,5498.477823,5598.983658,5636.720707,5783.760887,5691.345068,5650.659776,5713.878196,5802.598637,5819.560036,5726.787183,5823.318498,5634.657107,5223.653081,5465.104546,5233.704578,5017.447319,5151.195502,5165.726162,5070.05092,4974.091865,4893.24784,5064.724044,4908.167254,4425.971171,4715.448743,4784.157598,4648.517788,4649.915992,,,,,,
Uzbekistan,UZB,-,total,0,72.37778,76.027345,79.921061,84.168609,89.019473,91.30151,94.926757,96.971878,98.727728,100.34341,101.462419,102.999555,105.273642,107.067349,109.385028,112.026015,114.658289,116.589349,117.659281,118.417853,129.938407,130.388285,121.491941,122.492428,115.514068,103.106555,104.213146,105.604792,122.455909,124.272207,130.840699,131.88521,134.911149,127.682741,130.701771,123.659941,132.427266,129.183725,134.547738,123.117758,133.30014,136.47764,119.535836,118.938471,111.521958,106.324499,112.818559,118.060715,102.231027,105.594594,113.118395,124.752181,116.578992,116.931908,132.036811,,,,,,
Saint Vincent And Grenadines,VCT,-,total,0,0.0361,0.033085,0.036999,0.034824,0.030648,0.044843,0.040532,0.052792,0.05162,0.05334,0.075594,0.096717,0.088933,0.086621,0.093936,0.090248,0.095622,0.101256,0.128844,0.138284,0.323048,0.128213,0.120028,0.126012,0.147999,0.147525,0.178377,0.177492,0.180416,0.284422,0.353199,0.331213,0.174713,0.204676,0.2097,0.203089,0.208931,0.251088,0.248203,0.245352,0.26125,0.327457,0.386916,0.402914,0.412923,0.406107,0.391436,0.189083,0.196574,0.198572,0.187162,0.190071,0.199424,0.20911,0.217227,,,,,,
Venezuela,VEN,-,total,0,50.417534,48.354422,49.981743,58.118316,59.349708,58.934893,62.391636,64.258246,69.866314,78.189909,85.505393,87.5437,88.16148,87.030585,87.753534,87.954256,87.883869,87.245452,88.207416,94.265014,96.78985,97.414696,98.417762,104.206397,105.547032,110.765882,119.965352,124.309422,126.502864,121.038487,126.413058,131.21701,137.470015,132.905968,137.056397,144.188268,144.605701,134.501825,146.361717,147.497057,158.988393,153.031105,163.301817,160.487675,158.262869,144.497532,132.277916,126.903345,111.911412,91.807739,52.1004,51.252997,66.719386,76.041777,75.133184,,,,,,
British Virgin Islands,VGB,-,total,0,0.049875,0.053925,0.066279,0.061957,0.052753,0.064415,0.081353,0.087084,0.082162,0.078639,0.075302,0.070728,0.097976,0.085505,0.096976,0.096024,0.096504,0.121751,0.169446,0.179043,0.449221,0.191789,0.190296,0.189873,0.189563,0.286228,0.280894,0.280233,0.279264,0.290053,0.261113,0.379987,0.163578,0.21959,0.227365,0.222927,0.266152,0.350901,0.343896,0.334837,0.286302,0.373339,0.413024,0.431613,0.392592,0.388364,0.389344,0.21191,0.214981,0.218344,0.204632,0.209279,0.219702,0.230376,0.239315,,,,,,
Vietnam,VNM,-,total,0,18.415677,16.553293,16.067215,17.874233,15.035997,17.619954,12.46275,13.527208,13.788346,14.482177,15.148405,15.450101,16.767716,17.909485,17.913423,18.133171,23.374284,26.128542,22.037177,18.838004,18.970873,19.027035,20.331089,23.930854,26.562263,31.355895,35.321559,41.807889,46.900562,47.54674,53.490946,59.88436,71.907929,77.077633,91.657808,100.51061,104.368154,115.70722,128.861755,145.663698,150.554915,150.866459,149.596991,155.961174,172.060032,194.045293,214.274606,218.667731,270.401688,323.867329,336.215591,322.396781,330.969115,379.376947,405.886629,,,,,,
Vanuatu,VUT,-,total,0,0.090675,0.078164,0.076236,0.08854,0.108979,0.104286,0.092272,0.10058,0.097491,0.104613,0.105266,0.106945,0.110375,0.119276,0.137025,0.154828,0.159756,0.233439,0.272607,0.223234,0.362292,0.365647,0.34954,0.312928,0.379494,0.379548,0.372688,0.394889,0.395903,0.410084,0.445011,0.490813,0.494898,0.498767,0.571345,0.57769,0.609847,0.541196,0.560566,0.547885,0.53305,0.581336,0.564677,0.513927,0.546435,0.550497,0.597673,0.612902,0.679447,0.714915,0.57815,0.673876,0.64634,0.665578,0.694085,,,,,,
Samoa,WSM,-,total,0,0.120693,0.09634,0.085638,0.101481,0.129368,0.102885,0.095182,0.095401,0.092729,0.10585,0.105202,0.095968,0.09284,0.099569,0.103414,0.10783,0.104295,0.098266,0.094781,0.089293,0.073062,0.079242,0.072705,0.074676,0.072691,0.072355,0.076622,0.078386,0.081653,0.075364,0.074138,0.091469,0.098008,0.106185,0.111927,0.111509,0.109538,0.117186,0.119255,0.125532,0.129116,0.147449,0.134802,0.160787,0.166733,0.178979,0.180748,0.179412,0.183025,0.196154,0.204936,0.189861,0.178709,0.18522,0.191128,,,,,,
Yemen,YEM,-,total,0,1.264442,1.192912,1.443683,1.852302,1.889737,1.782768,2.206235,2.221961,2.487424,2.409588,3.54092,3.562103,4.233601,5.124437,5.52375,5.85621,5.957154,6.159062,6.511441,6.446113,6.84948,8.703662,9.312194,8.310562,8.661232,10.126301,10.309546,11.133784,12.000364,13.494268,14.190855,15.393024,15.457622,17.687019,18.66033,19.624767,19.621547,20.870207,22.245314,24.391094,23.084617,21.083357,19.370857,26.179595,25.666249,12.702475,9.473703,8.520068,10.492021,10.383342,9.092616,8.829753,9.052931,9.054106,9.183185,,,,,,
South Africa,ZAF,-,total,0,121.489367,125.507157,130.25455,142.667243,147.865747,161.433988,172.009397,172.471546,177.375802,180.026211,188.032237,200.804469,200.085808,193.03934,203.774987,203.397726,201.334938,217.369523,216.624609,218.662499,224.106326,221.345492,216.635559,227.21251,232.356169,243.20169,252.236865,265.324259,273.763797,255.162595,259.856364,293.183537,301.596858,322.399742,349.372214,344.36065,349.551808,366.595883,400.548061,374.735177,395.581669,370.965722,377.707414,423.528963,402.481762,368.676621,393.105662,372.270462,368.692844,377.493186,359.34774,354.161516,339.442219,336.611061,338.41875,,,,,,
Zambia,ZMB,-,total,0,3.049694,3.510924,4.04116,4.243023,4.257422,4.455127,4.410236,3.912197,3.629451,3.285974,3.321646,3.000587,2.879209,2.767578,2.817276,2.802867,2.890923,2.837067,3.160721,3.362414,2.846593,2.96528,2.929591,2.59702,2.215251,2.209996,1.847667,2.378627,2.25559,1.847373,1.92183,1.894234,1.984866,2.177376,2.210347,2.406517,2.375064,2.11527,2.571741,2.944668,3.223995,3.512652,4.382888,4.766279,5.538961,5.84195,6.23153,7.984383,9.130369,8.961158,9.522226,9.545175,10.369722,10.867145,11.068524,,,,,,
Zimbabwe,ZWE,-,total,0,8.693421,7.292342,6.943805,8.101713,7.794035,7.298097,8.045525,6.971646,7.087967,7.040423,7.987832,8.203352,7.842548,8.131334,8.388292,9.816298,11.035294,14.472254,14.49859,14.723405,16.493949,18.281162,18.505647,17.13329,16.058414,15.552159,14.948421,13.961065,14.198916,15.589811,13.35128,13.37808,12.105413,9.912604,9.574757,10.344304,9.600983,9.574529,7.529889,7.702364,9.375908,15.003772,12.192086,12.025179,11.825603,11.953002,10.48495,9.990023,11.385016,10.397711,8.489032,9.580508,10.359577,10.956875,11.165396,,,,,,
International-aviation,-,-,total,0,159.302973,167.377354,177.092587,184.71035,177.814866,171.983309,172.543435,187.970111,194.932112,201.545085,200.444902,199.648484,206.922045,208.777124,216.598584,222.538543,244.427801,258.419895,273.087438,286.779545,256.801519,249.900717,258.234263,263.312492,276.910147,287.408173,299.158147,313.578903,324.064797,337.839929,350.016903,343.974453,363.973839,361.924345,397.065218,422.609786,437.645594,452.371036,459.380227,437.061421,462.056102,474.622472,476.712209,484.958405,499.526453,528.431683,552.061956,581.081672,606.539928,615.548704,291.675001,321.894755,464.748257,564.402171,623.870807,,,,,,
International-navigation,-,-,total,0,346.891548,353.161988,369.639672,390.564234,364.954929,340.327485,350.964057,350.587891,352.684604,363.59837,355.936258,330.82199,298.101475,279.177321,282.934483,305.440875,324.793034,321.339099,336.97833,336.911037,370.659601,385.953072,413.937628,401.229288,413.490112,428.875632,437.356636,448.223852,462.00738,489.455652,502.100785,475.924516,494.178852,502.146657,551.829208,571.403618,608.714563,644.626994,645.926278,614.460718,660.918122,662.561604,617.780414,615.228282,635.407617,658.315686,678.229316,705.95311,708.243084,690.880055,633.619585,655.138717,657.132668,685.394767,703.509139,,,,,,
