Country,Country Code3,Sub-country,Sector,Month,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,,,,,,
French Guiana,GUF,-,total,0,0.270893,0.302915,0.379139,0.353516,0.346464,0.426231,0.353362,0.378801,0.357492,0.332665,0.320941,0.302149,0.274581,0.243622,0.258173,0.251915,0.258009,0.273249,0.291046,0.308727,0.741023,1.107762,1.104618,1.287348,1.287853,1.270972,1.243903,1.249121,1.223864,1.284604,1.139425,1.069132,0.458865,0.539553,0.552588,0.540483,0.55151,0.560368,0.554043,0.548978,0.527974,0.687932,0.659444,0.594433,0.549089,0.60657,0.65265,0.6978,0.59808,0.644183,0.627451,0.646051,0.711807,0.728676,0.783162,,,,,,
Guyana,GUY,-,total,0,1.588308,1.49732,1.519472,1.758102,1.54989,1.831169,1.856888,1.859989,1.752379,1.672648,1.764308,1.764201,1.434912,1.286943,1.396369,1.434361,1.358119,1.339364,1.389062,1.228384,1.168366,1.140661,1.078006,1.084175,1.413718,1.533727,1.581406,1.723007,1.755032,1.742036,1.666981,1.646396,1.625209,1.620261,1.673301,1.483742,1.336527,1.608508,1.607412,1.631483,1.767579,1.837946,2.007174,1.981991,2.067876,2.095152,2.505392,2.518142,2.630492,2.827576,2.799075,3.093358,3.360184,3.390743,3.522821,,,,,,
Honduras,HND,-,total,0,1.202664,1.224179,1.281377,1.416014,1.386256,1.524095,1.586131,1.738524,1.758375,1.830816,1.994854,1.815026,1.776073,2.090692,2.228029,1.906371,1.943307,2.219626,2.47874,2.766132,2.628848,2.646432,2.904799,3.15207,3.401863,4.044051,4.149073,4.301082,4.889802,4.978276,5.728451,6.108023,6.359522,6.997128,7.852234,7.268146,8.363192,9.110114,8.984048,8.482765,8.364496,9.324706,9.767436,9.942043,10.676438,10.764822,9.938309,9.427799,8.957758,9.996198,9.064527,10.178173,10.37846,10.981894,11.391287,,,,,,
Croatia,HRV,-,total,0,12.396627,13.014795,14.151444,15.308181,15.679956,17.924395,18.219684,18.03348,18.385535,19.62731,19.303011,29.234541,29.233486,32.706439,33.163996,35.349575,38.274665,33.04111,35.896229,35.103385,21.932011,16.303933,15.20424,15.727894,14.936807,15.47791,16.101921,17.261932,18.104275,18.840551,18.264821,19.426904,20.583499,21.996182,21.47646,21.647066,21.727489,23.004052,21.854456,20.564311,19.599442,19.330243,17.54546,17.075385,16.206696,16.600209,17.061848,17.489338,16.650309,16.840978,15.92187,16.561884,17.126125,17.136255,17.102995,,,,,,
Haiti,HTI,-,total,0,0.51762,0.420198,0.404213,0.430441,0.497537,0.509312,0.725737,0.751914,0.806115,0.806014,0.776863,0.667938,0.797484,0.869635,0.892092,0.934889,0.878067,0.953691,1.02542,1.052382,1.04616,1.041168,0.929335,0.704451,0.239131,0.936196,1.092021,1.311185,1.380513,1.473798,1.578286,1.628321,1.869642,1.846754,1.702498,1.739862,1.757524,2.082615,2.066077,2.031151,2.491178,2.680023,2.406545,2.642544,3.032501,3.284426,3.368772,3.332174,3.346787,3.371102,3.274937,3.240021,3.183798,3.328471,3.455011,,,,,,
Hungary,HUN,-,total,0,61.001447,62.677181,64.401763,68.908801,71.259944,72.601757,76.115864,79.885951,85.423386,84.246161,83.498757,82.622979,82.900969,79.330517,81.901555,81.155285,79.85396,80.560865,76.064153,76.073476,70.240801,68.002281,61.567851,61.358108,60.582158,60.124231,61.947156,60.07767,59.966883,59.880867,56.429323,58.087443,58.323762,60.700562,58.318381,58.316173,57.883337,55.960452,55.176972,49.764778,49.620401,48.764142,44.713231,42.121655,41.813646,44.759878,45.54214,47.878968,47.700075,47.999429,46.110282,47.635672,44.73529,40.657413,40.467969,,,,,,
Indonesia,IDN,-,total,0,24.487293,27.054092,30.469144,34.612264,38.361854,41.290078,42.850031,50.923409,59.07524,67.346573,77.121047,82.91547,86.131707,86.353781,88.14198,96.691489,107.574778,110.809428,118.087709,122.425581,149.412272,162.248743,171.29405,186.183365,202.791765,230.415849,242.881658,268.154577,272.532912,290.545073,289.991913,312.701559,320.394273,351.603647,357.839869,359.38536,384.502608,400.445124,397.221371,414.271489,442.904193,515.878599,595.206998,561.407697,539.398785,533.500675,542.643232,563.190072,660.011534,704.275591,657.938491,689.185003,816.355538,812.397626,867.358227,,,,,,
India,IND,-,total,0,162.165207,164.672434,170.840859,169.785251,182.951762,195.883283,210.023406,213.749532,206.144169,222.413955,236.634734,259.467736,275.26083,294.573635,325.886533,341.876786,373.888394,402.24764,424.160964,457.028964,484.048724,521.5242,542.443814,566.649563,598.794157,645.294753,679.65473,719.518262,732.546147,788.787683,822.749788,839.318056,869.837081,894.532935,956.292685,1002.397783,1069.46425,1176.398783,1264.068225,1363.231139,1456.356123,1363.198299,1527.934696,1720.069368,1931.630852,2191.417466,2235.828971,2400.361577,2541.651923,2569.332573,2374.371721,2646.49722,2848.750241,3092.195884,3224.22122,,,,,,
Ireland,IRL,-,total,0,19.960832,22.422702,22.170881,21.696411,23.428274,22.01773,22.748329,24.369038,24.187131,28.03554,26.858027,26.784548,26.31369,26.0065,25.712653,27.330034,28.174853,30.189199,29.28129,30.31808,41.176492,42.040381,42.369618,42.342456,43.39958,43.83603,45.435599,46.880928,49.278139,50.813387,53.035611,55.551488,54.800682,54.651616,55.622958,57.615171,58.293894,57.615882,57.207069,52.111062,51.599064,47.846095,48.034284,46.729992,46.243136,47.901475,49.82037,48.670434,48.628678,46.947177,44.789613,46.459761,45.938597,40.235457,37.982043,,,,,,
Islamic Republic of Iran,IRN,-,total,0,37.345364,40.588165,44.943648,54.281861,61.616124,71.355425,81.576989,91.807691,93.407928,101.025727,93.199643,95.291371,108.161972,129.094286,140.512802,152.600683,142.131938,152.054421,155.320199,171.361806,180.539052,202.690645,218.107798,227.350441,252.07844,259.161615,266.891671,280.509159,284.785031,319.099622,334.422893,351.848932,369.426393,385.875645,416.678198,449.030625,482.875588,517.799437,526.568163,543.526235,540.200363,550.7622,558.786227,582.487277,604.891995,599.25203,600.519663,619.84314,615.90719,678.313009,703.654201,744.40871,751.850333,764.012361,764.792033,,,,,,
Iraq,IRQ,-,total,0,10.324025,11.457349,12.663109,12.963897,14.00407,17.13658,21.143225,22.21903,25.620636,29.805032,29.559816,28.534047,30.426937,34.607976,38.570401,42.771568,47.211264,49.99253,55.87975,62.252884,58.498106,46.401602,67.406489,86.883997,96.896038,94.620453,93.545095,109.952172,82.036612,62.122574,75.938479,85.387011,80.74057,69.464503,74.114106,72.486878,70.202345,64.946746,76.280879,80.663097,93.514354,97.849056,107.667747,116.828615,109.850421,105.19895,119.774036,131.982637,147.657509,160.817514,153.077582,168.058286,190.43087,199.170867,203.998285,,,,,,
Iceland,ISL,-,total,0,1.310845,1.397943,1.491683,1.66059,1.657558,1.609096,1.592943,1.628781,1.754,1.828301,1.745082,1.734341,1.575363,1.598764,1.692518,1.625097,1.701532,1.742292,1.826882,1.823382,1.895626,1.866953,1.900898,1.943731,2.051947,1.962978,2.224332,2.105104,2.097016,2.058384,2.154774,2.101446,2.199407,2.18791,2.252309,2.212686,2.248482,2.341198,2.116683,2.123201,1.950461,1.874685,1.866657,2.009406,1.953298,2.030562,1.63215,1.672709,1.69747,1.638,1.451688,1.543182,1.590372,1.495755,1.551072,,,,,,
Israel,ISR,-,total,0,15.402926,14.592458,15.338366,16.378697,16.89126,17.727277,17.681579,18.557579,19.771211,20.149384,19.950911,20.521862,22.2167,22.935844,23.78832,25.391825,27.792425,30.153092,31.917525,33.128141,33.966516,35.003847,37.372459,41.139763,44.052307,47.86101,49.521154,51.472323,52.124412,53.433941,57.011412,57.514886,61.284332,62.988147,63.250287,62.472139,64.567426,66.807133,67.090031,66.759671,71.440343,70.542909,76.438032,68.828564,66.878444,68.521448,68.151967,67.652612,63.978286,65.474901,61.837364,61.631687,64.339565,62.774971,59.71352,,,,,,
Italy,ITA,-,total,0,286.696461,300.957262,319.189275,342.37508,345.603227,331.195155,357.178106,348.488979,354.425779,370.658061,373.000921,363.256658,357.783668,352.898582,358.55697,358.39425,359.4179,380.438391,385.541086,404.619948,409.620387,409.962382,408.077179,403.06782,398.189969,421.912787,419.639853,423.177037,435.820716,443.736113,447.599596,446.833603,454.337089,474.270919,484.915576,484.950125,480.906335,471.335246,457.060576,408.388834,416.302165,407.758834,386.149684,355.137649,334.742867,346.30783,341.531891,337.532039,332.758391,325.761715,290.978682,324.594882,326.798511,302.371087,294.082661,,,,,,
Jamaica,JAM,-,total,0,8.176031,8.0065,7.960976,8.484786,8.385283,7.411837,6.62271,7.213553,7.351678,7.012199,6.745027,6.706891,5.732187,5.843145,5.45028,4.876739,4.649128,4.868809,5.123304,6.452687,7.549813,8.410497,8.188609,8.340912,8.398369,8.720011,9.069851,9.263371,9.71644,9.936604,10.103073,10.149439,10.249692,10.567522,10.564059,10.658173,12.248,11.995108,9.796347,7.954074,7.532757,9.94821,7.398824,7.76183,7.514893,9.524265,10.159511,7.237493,8.980891,8.722698,6.213412,6.818365,7.865822,8.450539,8.869471,,,,,,
Jordan,JOR,-,total,0,1.505202,1.64226,1.96781,2.151711,2.241702,2.543146,2.999819,3.177961,3.739435,3.87989,4.929652,5.908069,6.522648,7.397852,8.457306,8.874726,9.477318,10.260104,9.671644,9.869521,10.500082,10.25108,12.877971,13.27859,14.231067,15.003918,14.964968,15.391779,15.458491,15.489138,17.114294,17.255374,17.971877,18.432443,19.963449,21.318029,21.699012,22.380113,21.807922,22.347585,21.708258,21.058236,23.545777,24.179308,25.794947,26.185035,26.063156,27.567511,25.536823,23.654226,21.515816,22.301847,23.817373,24.749162,24.87974,,,,,,
Japan,JPN,-,total,0,722.281228,754.580792,797.524368,913.288246,900.508012,862.121103,889.946088,916.890987,926.402942,950.708198,904.559086,879.696685,851.85087,858.544111,919.774308,897.092329,896.455291,901.620744,969.83359,1003.72362,1086.276719,1101.562183,1111.21957,1104.840601,1158.805395,1169.81559,1185.706304,1175.811183,1133.925554,1169.423747,1187.940543,1174.806719,1210.215701,1217.608851,1213.496532,1216.530675,1195.238866,1231.975144,1164.884146,1107.387527,1162.878096,1222.154256,1264.03183,1274.447199,1229.812647,1190.474439,1179.203285,1167.290422,1128.070099,1092.31692,1035.745451,1046.505382,1017.09232,950.690244,930.053977,,,,,,
Kazakhstan,KAZ,-,total,0,106.299491,114.650804,123.701856,138.570689,152.69658,163.192817,176.438472,172.811689,184.710084,183.675946,195.047982,177.057892,179.596944,180.428533,180.273934,177.334247,182.590517,194.941089,193.341372,193.206826,242.832244,251.240073,257.666985,218.913985,195.131298,172.583447,148.894197,125.975724,128.519706,118.253161,124.742416,110.470434,121.171112,136.846674,149.420026,160.636066,177.790791,192.850637,225.496758,201.828959,220.521671,239.838337,238.637324,249.955476,203.786172,181.98686,196.085997,209.946391,211.548357,201.8529,206.324573,225.075613,225.366656,226.088388,227.217792,,,,,,
Kenya,KEN,-,total,0,3.293207,3.285355,3.450251,3.575307,3.607018,3.613132,4.122286,4.393537,4.370346,4.145743,4.680568,4.545335,4.316599,4.019388,4.386035,4.430181,5.135675,5.289543,5.15181,5.362555,5.350814,5.233691,5.170076,5.125306,5.245456,5.585139,6.210615,5.82815,6.42078,6.707817,7.527606,6.843581,6.547659,5.84249,6.489206,7.458887,8.268949,8.505685,8.847352,10.66109,11.328326,11.973717,12.454728,13.492439,15.349125,17.922009,18.714123,19.222122,19.607537,20.758018,19.395474,21.882015,22.418572,22.796208,23.186641,,,,,,
Kyrgyzstan,KGZ,-,total,0,29.245728,31.966006,34.938336,37.524315,39.712379,41.920987,43.590645,44.795236,46.384686,47.462339,49.969658,45.447103,39.851809,34.425663,29.53777,26.191087,23.751319,29.966914,32.272513,31.685763,23.880637,21.477221,14.315078,10.452092,6.730188,4.811538,6.060684,5.97404,6.35426,4.959084,4.885335,4.18229,5.215044,5.849574,5.862932,5.597263,5.794276,6.80444,7.811245,6.866316,6.498958,7.834912,10.270026,9.89262,9.758072,10.370044,10.026958,9.687292,11.51482,10.392701,9.398517,10.627048,10.614288,10.766621,11.365766,,,,,,
Cambodia,KHM,-,total,0,0.288042,0.314722,0.337859,0.356368,0.368376,0.450939,0.418716,0.507006,0.472236,0.53727,0.523738,0.539619,0.550322,0.551829,0.570796,0.661583,0.656683,0.744763,0.705292,0.685583,1.209837,1.227638,1.25556,1.292396,1.349706,1.391445,1.507374,1.573651,1.787138,1.813872,1.85853,1.947512,1.999764,2.147437,2.180097,2.467982,2.780276,3.294137,3.841809,4.472431,4.70533,5.441758,5.764559,5.549448,6.659799,8.00319,10.44753,11.56343,12.909307,17.819441,18.412829,17.866348,17.747168,18.233909,18.758281,,,,,,
Kiribati,KIR,-,total,0,0.03896,0.036809,0.037542,0.047078,0.07421,0.059332,0.044276,0.040421,0.041143,0.040555,0.039894,0.038377,0.038091,0.047104,0.05011,0.051929,0.047619,0.050459,0.050402,0.050897,0.0424,0.03371,0.030863,0.031768,0.034409,0.034771,0.037686,0.035799,0.026093,0.026061,0.025434,0.027543,0.033896,0.036737,0.041904,0.044121,0.043171,0.044241,0.042922,0.045602,0.043948,0.045438,0.04373,0.045126,0.046917,0.053858,0.052665,0.056256,0.05743,0.058077,0.062699,0.060235,0.056972,0.059037,0.061097,,,,,,
Saint Kitts and Nevis,KNA,-,total,0,0.061248,0.067366,0.083692,0.077583,0.065538,0.081414,0.08462,0.093473,0.094372,0.087913,0.114562,0.107107,0.097374,0.089526,0.095815,0.093509,0.0959,0.104374,0.111269,0.118844,0.287081,0.250995,0.249374,0.248471,0.246542,0.302568,0.306364,0.330047,0.319418,0.456567,0.411314,0.389395,0.185579,0.213409,0.21555,0.210636,0.218936,0.223161,0.224815,0.223785,0.224521,0.321808,0.354696,0.37147,0.358959,0.351121,0.364388,0.174556,0.171172,0.17367,0.160524,0.162745,0.170677,0.17896,0.18591,,,,,,
Republic of Korea,KOR,-,total,0,55.443294,56.771958,58.486942,72.922758,76.809654,84.01139,93.82207,107.414155,116.919153,130.962899,133.877849,137.698761,139.325971,147.664121,156.879326,160.054115,167.834843,176.413915,201.619976,217.313257,244.750314,271.255782,296.264081,325.94634,350.814525,380.744975,406.029407,425.952885,360.755064,395.404903,429.82258,440.978322,463.791534,472.565759,489.903991,479.253732,492.121629,510.286955,520.559291,525.94636,584.257214,612.752037,613.488397,612.716,596.355756,605.959387,611.19744,626.793486,645.379743,618.305761,575.637692,593.616347,571.281588,548.007347,546.469721,,,,,,
Kuwait,KWT,-,total,0,13.574859,14.863073,16.353601,17.222926,16.753385,16.067031,17.516895,19.203606,21.288541,27.52318,28.136559,28.305945,31.528545,33.503136,34.210863,37.807244,41.365222,44.48948,53.953233,62.832751,28.979976,7.706798,22.940575,29.816339,34.457836,34.689803,33.846095,34.950814,40.687497,44.36911,49.408776,52.899623,55.13643,57.15911,61.523893,69.481676,72.153178,70.622292,76.696106,78.452949,80.554235,85.584187,87.363483,88.805066,87.039329,91.846409,94.037798,94.101452,96.427557,95.101744,90.526718,97.361357,100.042483,101.490904,106.745179,,,,,,
Laos,LAO,-,total,0,0.099792,0.106889,0.115398,0.112711,0.11861,0.142101,0.126563,0.142665,0.158297,0.168916,0.160174,0.175851,0.17936,0.18097,0.189264,0.227466,0.214563,0.249568,0.236278,0.233263,0.415209,0.425025,0.434608,0.447444,0.468028,0.481982,0.535217,0.535897,0.514614,0.520405,0.636581,0.701182,0.811477,0.844802,0.885244,0.917067,1.220148,1.283965,1.478311,1.945003,2.20858,2.585368,3.098106,3.589788,4.448137,10.376,16.223905,19.736808,20.195688,20.048045,19.903603,25.502665,25.417579,26.887207,27.246111,,,,,,
Lebanon,LBN,-,total,0,5.138581,5.565205,6.094197,7.474286,7.628646,6.793019,6.368618,5.50344,6.703749,7.71564,7.613838,7.927749,5.811024,6.179679,6.266251,7.246743,7.632138,7.80107,6.060152,6.098317,6.112613,7.534114,7.889327,11.883719,13.113119,14.680694,15.108248,16.474371,16.521474,16.86961,15.29158,16.471097,16.368245,16.955,17.391595,16.750119,15.636681,14.936187,18.326022,21.641373,20.732726,21.102355,23.226249,23.347116,25.123097,26.88436,27.574382,28.942746,27.211109,26.495279,21.337467,16.321071,10.150939,10.36298,10.544551,,,,,,
Liberia,LBR,-,total,0,0.196212,0.188494,0.216233,0.219085,0.224343,0.224494,0.273145,0.288732,0.319079,0.331008,0.314312,0.285393,0.262523,0.274149,0.280855,0.27659,0.262786,0.247756,0.29373,0.22959,0.197678,0.275406,0.225431,0.216221,0.197871,0.19372,0.210381,0.2349,0.272495,0.293235,0.463088,0.469198,0.482488,0.429819,0.484255,0.501834,0.518196,0.530004,0.50858,0.510531,0.462653,0.485914,0.537537,0.725504,0.838408,0.844152,0.901262,0.963909,1.062478,1.043535,1.016484,1.118694,1.12437,1.09261,1.102846,,,,,,
Libya,LBY,-,total,0,6.098362,5.490672,6.531995,7.067388,7.618557,9.251368,11.626524,13.712851,15.460187,16.962051,18.017441,19.578537,21.419382,22.018982,22.958017,22.115832,19.409374,21.501601,22.445182,22.4657,22.996477,23.29748,23.534634,24.558374,29.667424,33.382965,34.867179,34.211654,35.122352,37.079994,38.054588,38.801281,40.18083,42.125512,42.300505,46.326384,47.009839,44.512762,48.169645,52.111284,54.900497,39.06307,49.61751,54.186,56.19666,49.297603,46.425677,47.52065,48.083037,47.606877,41.199737,46.711074,47.694306,49.426017,51.062896,,,,,,
Saint Lucia,LCA,-,total,0,0.080163,0.093836,0.123614,0.11576,0.098109,0.152956,0.122189,0.129632,0.123986,0.171138,0.162922,0.161622,0.147465,0.130635,0.142097,0.135613,0.163297,0.171828,0.186813,0.199234,0.45636,0.371547,0.370991,0.368336,0.459973,0.426365,0.417421,0.41716,0.613832,0.637433,0.603869,0.56678,0.260891,0.305837,0.311134,0.343162,0.351018,0.357912,0.357906,0.354119,0.337481,0.432547,0.535677,0.556212,0.563056,0.553599,0.55138,0.260404,0.268158,0.272171,0.246484,0.251992,0.264262,0.277098,0.287864,,,,,,
Sri Lanka,LKA,-,total,0,2.532114,2.982961,3.610553,3.778635,3.170145,2.86934,2.939018,3.109414,3.681912,3.978923,3.963057,3.992941,4.45236,4.615268,4.076755,3.729599,3.83872,4.200517,3.9828,3.822027,3.943045,4.054606,5.417706,5.226958,5.915795,5.940413,8.462934,8.479024,8.708125,9.60799,10.995793,10.934661,11.162825,12.276291,12.973509,13.914706,12.452555,13.653414,12.91244,12.364516,13.059746,15.472432,17.433635,14.49151,17.392291,19.272163,23.202038,23.235979,21.524669,23.99916,22.523231,22.877259,21.096781,21.62471,23.511579,,,,,,
Lesotho,LSO,-,total,0,0.076736,0.071569,0.074944,0.092136,0.104877,0.099343,0.102105,0.113461,0.119376,0.134016,0.131133,0.120886,0.11432,0.112004,0.111373,0.112218,0.114313,0.157845,0.189491,0.206885,0.227357,0.30752,0.342931,0.360319,0.393339,0.411338,0.41777,0.405909,0.403659,0.417206,0.441657,0.471061,0.478185,0.516503,0.504035,0.515925,0.553836,0.580152,0.60966,0.584436,0.601192,0.688111,0.675689,0.569279,0.566759,0.669593,0.568104,0.63472,0.644682,0.677588,0.5886,0.680009,0.689713,0.709117,0.718882,,,,,,
Lithuania,LTU,-,total,0,35.324068,37.677542,40.533752,43.634009,46.737736,49.062176,51.390967,53.572986,55.825176,58.134667,60.60606,61.187842,61.195572,61.752208,62.358064,63.139334,63.860579,64.575151,65.212457,65.206619,32.141395,33.214139,20.318135,16.03401,15.001394,14.020208,14.624341,14.172713,14.877208,12.436792,10.754668,11.383815,11.480286,11.512847,12.202439,13.162478,13.26745,13.51191,13.342943,11.95377,13.031011,12.215543,12.200922,11.494399,10.981742,11.084491,11.257755,11.267221,11.694358,11.731381,11.745344,12.14024,11.660295,11.605111,11.537978,,,,,,
Luxembourg,LUX,-,total,0,17.573797,16.384014,16.100308,17.468739,16.087653,12.876474,13.755382,13.087853,14.289364,13.32877,12.515996,10.625405,9.977925,9.372477,10.201853,10.403612,10.134297,9.623459,10.089299,10.884616,11.016908,11.544489,11.205243,11.551237,10.681008,8.628124,8.705366,8.22132,7.565726,7.923818,8.538068,9.17347,9.914142,10.393638,11.816427,12.049207,11.912294,11.360649,11.285176,10.697788,11.320603,11.206054,10.927356,10.401935,9.855877,9.378221,9.078021,9.238575,9.557039,9.712152,8.035769,8.457747,7.34153,7.097203,7.308505,,,,,,
Latvia,LVA,-,total,0,17.907561,19.242394,20.953626,22.580102,23.591692,23.914147,24.165552,25.261881,25.701121,26.98437,27.397952,28.389217,28.174205,28.823285,29.248741,29.952046,30.860533,31.265273,31.867588,32.177393,18.777228,17.061547,13.832262,12.082126,10.466174,9.260587,9.230356,8.745658,8.399536,7.783687,7.218689,7.70941,7.615129,7.866118,7.87908,7.980321,8.442787,8.768597,8.357445,7.582851,8.634378,7.881504,7.570629,7.524814,7.347528,7.479383,7.395966,7.252486,7.840823,7.63777,6.965513,7.218991,6.567313,6.449741,6.354089,,,,,,
Morocco,MAR,-,total,0,7.035146,7.094935,7.788077,9.17821,10.266006,10.971289,11.989358,13.299746,14.120933,14.320732,14.766062,14.934712,15.645185,16.476759,16.842709,17.762574,18.744361,19.482257,20.640833,21.770771,22.348946,24.750569,26.583601,27.249747,29.420812,30.023627,29.995386,31.592863,32.352445,34.046334,34.682963,38.471011,39.642979,39.417449,41.825742,43.528202,44.361316,45.886867,49.123966,48.693464,51.293899,55.604322,57.866049,57.349812,58.306952,59.994183,59.849072,62.529029,63.839686,70.414849,66.134652,71.890522,70.811948,70.157031,70.324927,,,,,,
Moldova,MDA,-,total,0,8.070103,8.574338,9.11847,9.843148,10.539255,11.515422,12.013838,12.216011,12.659632,12.937046,13.634745,13.608792,13.562821,13.708815,13.870861,14.151595,14.511037,15.55395,16.017924,16.148846,13.716742,11.141824,9.043006,7.559405,6.160894,5.350787,4.582761,4.261389,3.844628,3.283785,3.089092,3.202073,3.307381,3.546087,3.619361,3.810494,3.746904,3.688193,3.627652,3.590379,3.951506,4.155934,4.40101,4.564519,4.783214,4.805126,4.929679,5.223204,5.467118,5.694501,5.532868,5.999838,5.139172,5.383499,5.391541,,,,,,
Madagascar,MDG,-,total,0,0.724454,0.746428,0.764723,0.708729,0.697824,0.796172,0.749454,0.762309,0.833936,0.9024,0.989414,0.781126,0.719578,0.648093,0.840708,0.770602,0.724913,0.792203,0.736898,0.774766,0.901744,0.963572,0.973456,1.004999,1.224634,1.368655,1.306754,1.413237,1.634573,1.679058,1.66293,1.676873,1.125103,1.618071,1.696294,1.749309,1.671378,1.800419,1.816456,1.72041,1.903678,2.236476,2.78173,2.963428,3.017774,3.286315,3.187827,3.500851,3.220913,3.928971,3.082326,4.038744,4.310771,4.420868,4.499544,,,,,,
Maldives,MDV,-,total,0,0.058622,0.05603,0.068889,0.086724,0.107142,0.117327,0.121944,0.154,0.174962,0.195943,0.214884,0.236134,0.240929,0.268448,0.278152,0.277053,0.262624,0.272618,0.267076,0.259436,0.222654,0.163394,0.157495,0.168951,0.168782,0.184417,0.194449,0.277097,0.30903,0.306601,0.304362,0.341443,0.366214,0.426505,0.46677,0.462775,0.498268,0.536947,0.570571,0.6092,0.694682,0.824548,0.713561,0.710436,0.748718,0.783112,0.757408,0.883524,0.891806,0.937531,0.807934,0.894594,0.868608,0.901501,0.93352,,,,,,
Mexico,MEX,-,total,0,89.163032,96.675094,109.867772,121.554729,132.871132,139.177116,150.101412,159.492574,176.195381,190.987542,212.203178,228.360024,240.61199,233.108395,241.788463,251.266713,249.566585,260.050966,259.088676,273.122876,269.182459,288.086487,292.195247,299.484606,324.266645,303.885798,318.366073,337.768273,360.972676,351.890315,377.896963,378.506712,387.073837,405.550718,415.119103,432.524933,448.791357,455.302235,455.23481,445.982453,460.344087,478.360048,481.579717,470.866936,455.328349,465.040961,469.405352,471.23198,445.41104,457.722868,394.879061,405.878683,408.000844,426.386128,428.559806,,,,,,
Macedonia (former Yugoslav Republic of Macedonia),MKD,-,total,0,4.211082,4.373274,4.584289,5.016012,5.220685,5.677394,5.958548,6.13175,5.601731,5.913727,5.930725,8.453446,8.525772,9.638393,10.28968,9.530672,9.963513,9.928081,9.374633,9.355756,8.840195,8.637519,8.475092,9.006906,8.682603,8.477338,9.992346,8.947239,9.775265,9.032744,8.697486,8.832064,8.331996,9.083024,8.759472,9.174638,9.142345,9.581328,9.370438,8.80096,8.586171,9.424482,8.962521,8.071083,7.653916,7.286499,7.249772,7.755225,7.262772,8.264558,7.538899,7.526693,8.282157,8.655912,7.743019,,,,,,
Mali,MLI,-,total,0,0.016091,0.017356,0.019364,0.047812,0.044818,0.060661,0.117102,0.110652,0.113605,0.113631,0.173032,0.221211,0.234444,0.261317,0.317065,0.311175,0.319453,0.336091,0.349647,0.24547,0.272556,0.433872,0.395129,0.398579,0.417202,0.434187,0.503537,0.530624,0.679965,0.641227,1.397836,1.602431,1.406121,1.412291,1.493536,1.673069,1.915453,2.091771,2.118257,2.538317,2.817939,3.172519,3.183602,3.25166,3.437079,3.7086,4.727194,5.245864,5.702179,6.119029,6.899773,7.599836,7.887764,7.677177,7.860352,,,,,,
Malta,MLT,-,total,0,0.554933,0.658015,0.832013,0.797789,0.729512,0.654603,0.743911,0.784787,0.920012,0.895786,0.995003,1.128492,1.2946,0.971992,1.325614,1.150767,1.872422,1.960543,2.132322,2.309681,2.305535,2.2037,2.164912,2.799615,2.504539,2.387488,2.327608,2.473938,2.380007,2.413089,2.131616,2.490196,2.321124,2.60721,2.59776,2.625801,2.650062,2.715402,2.724332,2.508851,2.587547,2.571666,2.713825,2.370239,2.357996,1.660605,1.353748,1.571471,1.606666,1.718672,1.672493,1.677782,1.844469,1.894188,1.88787,,,,,,
Myanmar (Burma),MMR,-,total,0,4.913548,4.616909,4.51222,3.565325,4.127316,4.044977,4.365309,4.67987,4.836503,5.074046,5.384078,5.283997,5.450626,5.278734,5.786751,6.209113,6.51663,4.95816,4.694284,4.624371,4.353683,4.338507,4.554853,5.152081,5.995448,7.326899,7.708866,7.67336,8.291466,9.319103,9.556647,8.435333,9.295297,10.606828,10.426432,10.944199,10.083383,10.474952,7.865321,7.256258,12.546739,13.325971,12.298828,13.227683,17.697362,22.887615,22.054261,31.455932,35.034051,36.414181,36.02682,33.633469,32.735312,33.308364,33.16142,,,,,,
Montenegro,MNE,-,total,0,2.354124,2.318089,2.327633,2.507773,2.662023,2.70203,3.018049,3.104131,3.509179,3.754414,3.674205,4.02515,4.210538,4.596331,5.207376,5.475479,5.742989,5.967597,5.508201,5.48742,5.529356,4.774191,4.503894,4.301178,3.946529,4.785794,4.891102,5.342599,5.340253,3.95464,4.367413,4.432447,4.76497,5.010858,5.164837,1.991304,2.158067,2.100039,2.695182,1.748027,2.559089,2.523745,2.305979,2.241293,2.198575,2.331465,2.131164,2.24475,2.468747,2.573741,2.545528,2.585632,2.65653,2.586874,2.552143,,,,,,
Mongolia,MNG,-,total,0,4.709941,4.331069,4.316822,4.533566,4.813433,5.221824,5.458606,6.256056,6.973351,7.487235,8.221778,7.955836,8.790863,8.540325,8.983807,11.67954,12.874903,13.701039,14.507407,13.78822,12.992565,14.61409,12.701135,11.697301,10.19127,10.151367,8.596031,8.404675,8.455705,8.510249,8.888655,8.854426,9.504174,9.22117,9.459021,10.963978,12.232202,12.834274,12.823258,13.470423,10.725181,11.1458,12.157371,13.127727,12.959373,12.551989,13.004669,14.217848,16.116591,17.342468,15.919421,17.419513,18.216093,19.520827,19.81658,,,,,,
